# TF 카드 문장 표 (WBS 4.7.21) — 한 줄 = 번호<TAB>문장. 번호는 카드 /MP3/ 파일 이름 앞 네 자리다.
# 번호를 바꾸거나 다시 쓰지 않는다(구운 카드와 어긋난다). 새 문장은 `python tf_tracks.py --add` 로 붙인다.
0062	방문자로 확인되었습니다. 지정 구역 외 출입은 제한됩니다. 동행 직원과 함께 이동해 주세요.
0063	환영합니다. 공장 내에서는 안전모와 방문증을 상시 착용해 주셔야 합니다.
0064	방문자 안내입니다. 사진 촬영은 지정 구역 외에서 금지되며, 흡연은 지정 장소에서만 가능합니다.
0065	공장 내 이동 시 노란 보행선을 따라 주세요. 차량 통로로의 출입은 제한됩니다.
0066	방문증은 나가실 때 안내 데스크에 반납해 주셔야 합니다.
0067	현재 모든 시스템이 정상입니다.
0068	상태 점검 결과 이상 없습니다.
0069	보고드립니다. 각종 센서와 구동계가 정상 범위 안에 있습니다.
0070	교대 시간 안내입니다. 인수인계는 근무일지 서명과 함께 진행해 주세요.
0071	다음 교대 조가 대기 중입니다. 작업 중인 공정은 안전한 지점에서 정리해 주세요.
0072	식사 시간 안내입니다. 구내식당은 본관 지하 1층입니다.
0073	휴게 시간입니다. 장비는 안전 정지 후 이탈해 주세요.
0074	설비 점검이 예정되어 있습니다. 해당 라인 주변 작업자는 정리를 시작해 주세요.
0075	정기 점검 시간이 다가왔습니다. 점검 구역 진입은 허가된 인원만 가능합니다.
0076	경고, 이 구역은 출입 제한 구역입니다. 허가 없는 출입은 기록됩니다.
0077	접근이 제한된 구역입니다. 지정 경로로 이동해 주세요.
0078	이 구역은 고위험 작업 구역입니다. 작업허가서 없이는 출입할 수 없습니다.
0079	전기 위험 구역입니다. 충전 설비와 배전반에는 접근하지 마세요.
0080	고전압 경고입니다. 이 구역에서는 절연 보호구 없이 작업할 수 없습니다.
0081	화학물질 취급 구역입니다. MSDS를 확인하고 지정 보호구를 착용해 주세요.
0082	화학물질 누출 의심 시 즉시 이탈하고 관리감독자에게 보고해 주세요.
0083	야간 순찰을 시작합니다. 잔류 작업자는 관제에 위치를 보고해 주세요.
0084	야간 모드입니다. 조명이 어두운 구역에서는 안전조끼 착용이 필수입니다.
0085	기상 주의 안내입니다. 실외 구역 바닥이 미끄러울 수 있습니다.
0086	우천으로 계단과 경사로가 미끄럽습니다. 난간을 잡고 이동해 주세요.
0087	한파 주의 안내입니다. 야외 작업 시 동상과 저체온증에 주의해 주세요.
0088	기온이 낮습니다. 배터리 장비는 출력이 떨어질 수 있으니 사전 점검해 주세요.
0089	폭염 주의 안내입니다. 충분한 수분을 섭취하고 그늘에서 휴식해 주세요.
0090	온열 질환 주의보입니다. 어지러움을 느끼면 즉시 작업을 중단하고 알려 주세요.
0091	네, 알겠습니다.
0092	확인했습니다.
0093	접수했습니다.
0094	처리하겠습니다.
0095	네, 바로 진행합니다.
0096	감사합니다. 안전한 작업 되세요.
0097	협조해 주셔서 감사합니다.
0098	확인해 주셔서 감사합니다.
0099	죄송합니다, 잘 알아듣지 못했습니다. 다시 한번 말씀해 주시겠습니까?
0100	주변 소음이 커서 인식이 어렵습니다. 조금 더 가까이에서 말씀해 주세요.
0101	질문을 이해하지 못했습니다. 다른 표현으로 말씀해 주시겠어요?
0102	메카독을 부른 뒤 한 문장으로 말씀해 주시면 더 잘 알아듣습니다.
0103	확인되지 않은 정보입니다. 정확한 내용은 관제 센터에서 확인해 주세요.
0104	제가 가진 자료에 없는 내용입니다. 담당자에게 문의해 주시겠어요?
0105	다른 도움이 필요하시면 메카독을 불러 주세요.
0106	안전한 하루 되세요.
0107	추가 문의는 관제 센터로 연락해 주세요.
0108	도움이 필요하면 언제든 불러 주세요.
0109	지금부터 대피 훈련을 시작합니다. 실제 상황처럼 침착하게 이동해 주세요.
0110	훈련 방송입니다. 이 방송은 훈련이며 실제 상황이 아닙니다.
0111	훈련이 종료되었습니다. 인원 점검 후 평가를 진행합니다. 수고하셨습니다.
0112	저는 메카독입니다. 이 공장을 순찰하는 네발 경비 로봇입니다.
0113	메카독이라고 합니다. 안전 순찰과 안내를 담당하고 있습니다.
0114	지금은 순찰과 안전 확인을 하고 있습니다. 도움이 필요하면 말씀해 주세요.
0115	구역을 돌며 안전 상태를 점검하고 있습니다.
0116	저는 쉬지 않고 순찰할 수 있지만, 배터리는 가끔 필요합니다.
0117	네 발로 다니는 게 생각보다 재미있습니다.
0118	분실물은 안내 데스크에서 접수 및 수령하실 수 있습니다.
0119	습득물이 있으면 가까운 직원이나 안내 데스크에 전달해 주세요.
0120	이곳은 금연 구역입니다. 흡연은 지정된 흡연실에서만 가능합니다.
0121	공장 내부는 전면 금연입니다. 흡연실 위치가 필요하면 안내해 드리겠습니다.
0122	이 구역에서는 사진 촬영이 제한됩니다. 보안 규정을 확인해 주세요.
0123	촬영이 필요한 경우 안내 데스크에서 촬영 허가를 받아 주세요.
0124	비상 정지를 실행합니다
0125	수동 제어로 전환합니다
0126	수동 제어를 해제합니다
0127	순찰을 시작합니다
0128	순찰을 정지합니다
0129	응답이 없습니다. 관제 센터에 기록합니다.
0130	방문증이 없으시면 안내 데스크에서 먼저 발급받아 주세요. 지정 구역 외 출입은 제한됩니다.
0131	말씀하신 위치로 접수했습니다. 담당자가 출발합니다.
0132	위치를 확인하지 못했습니다. 관제 센터에서 현장을 확인 중입니다.
0133	안녕하세요, 메카독입니다. 어디로 가시는지 말씀해 주세요.
0134	잠시만요, 안내 정보를 확인하겠습니다.
0135	안내 데스크는 정문 오른쪽에 있습니다. 도움이 필요하면 다시 불러 주세요.
0136	해당 장소 정보를 찾지 못했습니다. 안내 데스크로 가시면 도움받으실 수 있습니다.
0137	출하 일정을 확인해 주세요.
0138	안전모, 안전조끼, 보안경 착용을 확인해 주세요.
0139	현재 등록된 공지가 없습니다.
0140	보호구 착용과 통로 확보를 확인해 주세요.
0141	알겠습니다. 비상 상황을 관제 센터에 전파했습니다. 곧 담당자가 확인할 것입니다.
0142	인증되었습니다. 다시 순찰을 시작하겠습니다.
0143	알겠습니다. 대기 모드로 전환합니다.
0144	네, 대화를 다시 시작합니다.
0145	사원증을 카메라에 보여 주세요.
0146	암구호 확인됐습니다. 사원증을 카메라에 보여 주세요.
0147	등록된 암구호와 일치하지 않습니다.
0148	인증되지 않은 사람이 확인되었습니다. 암구호를 말씀해 주십시오.
0149	로봇이 명령을 거부했습니다
0150	로봇 관제 서버에 연결할 수 없습니다
0151	지원하지 않는 명령입니다
0152	교대 시간을 안내드립니다. [근무시간교대표] 근무 시간 및 교대표 (데모용 샘플 데이터) 주간조: 08:00~17:00 (점심 12:00~13:00) 야간조: 20:00~05:00 (야식 00:00~01:00) 2교대 순환: 주간 2주 → 야간 2주 교대 휴게 시간: 오전 10:00~10:1
0153	식사 안내입니다. [식단표] 이번 주 구내식당 메뉴 (데모용 샘플 데이터) 월요일: 제육볶음, 미역국, 쌀밥, 김치 화요일: 돈까스, 우동국물, 쌀밥, 단무지 수요일: 김치찌개, 계란말이, 쌀밥, 콩나물무침 목요일: 비빔밥, 된장국
0154	설비 점검 일정을 안내드립니다. [설비점검일정] 설비 점검 일정 (데모용 샘플 데이터) 일일 점검 (가동 전 10분): - 프레스: 안전 광전 센서·비상 정지 동작 확인 - 컨베이어: 벨트 이탈·이물질 확인 - 에어 컴프레서: 압력 게이지 0.6~0.8MPa 범위 확인 주간 점검 (매주 월요일):
0155	출하 일정을 안내드립니다. [출하스케줄] 출하 스케줄 (데모용 샘플 데이터) 오늘 출하 예정 (2026-09-14): - 10:00 A사 부품 3팔레트, 1번 독(Dock) 상차 - 14:00 B사 완제품 12박스, 2번 독 상차 - 16:30 C사 긴급 건 1박스, 1번 독 — 포장 검수 필
0156	안전 수칙을 안내드립니다. [근로자안전의무] 근로자의 안전보건 의무 (산업안전보건법 기반 12개 항목) 1. 안전보건 규정 준수 — 작업표준서·안전작업허가서·안전수칙 숙지 2. 보호구 올바른 착용 및 관리 3. 방호장치·안전시설 임의 해체·변경 금지 — 생산성·편의 목적이라도 불가 4. 법정·
0157	공지사항입니다. [공지사항] 이번 주 공지사항 (데모용 샘플 데이터) 기간: 2026-09-14 ~ 2026-09-20 1. 목요일(9/17) 14:00~15:00 전사 안전 교육 — 대강당 집결, 생산 라인은 13:50 순차 정지 2. 금요일(9/18) 외부 감사 예정 — 작업 현황판·점검 기록을 최신 상태로 정리할 것 3. C라인
0158	안전 점검 항목을 안내드립니다. [설비점검일정] 설비 점검 일정 (데모용 샘플 데이터) 일일 점검 (가동 전 10분): - 프레스: 안전 광전 센서·비상 정지 동작 확인 - 컨베이어: 벨트 이탈·이물질 확인 - 에어 컴프레서: 압력 게이지 0.6~0.8MPa 범위 확인 주간 점검 (매주 월요일): - A라인 로봇 암: 그리스 보충, 케이블 피복 확인
0159	안내드립니다. [개인보호구기준] 구역별 개인보호구(PPE) 착용 기준 ■ 전 구역 공통 - 안전모: 낙하물·충돌 위험 구역 필수 - 안전화: 중량물 취급·운반 구역 필수 - 형광 안전조끼: 지게차 통행 구역·야간·창고 구역 필수
0160	안내드립니다. [공지사항] 이번 주 공지사항 (데모용 샘플 데이터) 기간: 2026-09-14 ~ 2026-09-20 1. 목요일(9/17) 14:00~15:00 전사 안전 교육 — 대강당 집결, 생산 라인은 13:50 순차
0161	안내드립니다. [근로자안전의무] 근로자의 안전보건 의무 (산업안전보건법 기반 12개 항목) 1. 안전보건 규정 준수 — 작업표준서·안전작업허가서·안전수칙 숙지 2. 보호구 올바른 착용 및 관리 3. 방호장치·안전시설 임의 해체·
0162	안내드립니다. [근무시간교대표] 근무 시간 및 교대표 (데모용 샘플 데이터) 주간조: 08:00~17:00 (점심 12:00~13:00) 야간조: 20:00~05:00 (야식 00:00~01:00) 2교대 순환: 주간 2주 →
0163	안내드립니다. [방문자출입절차] 방문자 출입 관리 절차 (실사 공장 규정 기반 — 포스코·LS MnM 등) ■ 도착·등록 1. 신분증 또는 사전 등록 정보로 본인 확인 2. 방문 목적·담당자(호스트)·출입 예정 시간 확인 3.
0164	안내드립니다. [보행통로규칙] 공장 내 보행 통로 규칙 ■ 기본 - 노란색 보행선 안쪽으로만 통행한다 - 차량 통로(지게차·운반차) 진입은 허가된 인원만 - 통로에서 뛰거나 장난치지 않는다 ■ 지게차 통행 구역 - 지게차 우선
0165	안내드립니다. [비상연락체계] 비상 연락 체계 (데모용 샘플 데이터) 관제 센터: 내선 119 (24시간 상주) 안전 관리자: 내선 231, 직통 010-xxxx-1234 (데모 표기) 현장 반장: 내선 205 비상 보고 순서
0166	안내드립니다. [설비점검일정] 설비 점검 일정 (데모용 샘플 데이터) 일일 점검 (가동 전 10분): - 프레스: 안전 광전 센서·비상 정지 동작 확인 - 컨베이어: 벨트 이탈·이물질 확인 - 에어 컴프레서: 압력 게이지 0.6
0167	안내드립니다. [식단표] 이번 주 구내식당 메뉴 (데모용 샘플 데이터) 월요일: 제육볶음, 미역국, 쌀밥, 김치 화요일: 돈까스, 우동국물, 쌀밥, 단무지 수요일: 김치찌개, 계란말이, 쌀밥, 콩나물무침 목요일: 비빔밥, 된장국
0168	안내드립니다. [안전규정] 산업 현장 안전 규정 요약 (데모용 샘플 데이터) 필수 안전 장비: - 작업 구역 진입 시 안전모 착용 필수 - 용접·절단 작업 시 보안경과 방진 마스크 착용 - 지게차 통행 구역에서는 안전 조끼(형광
0169	안내드립니다. [안전사고사례] 안전 사고·아차사고 사례 (데모용 샘플 데이터) 2026년 누적 기록: - 무재해 연속 일수: 128일 (목표 365일) - 아차사고 신고: 9건 - 경미한 부상: 2건 (3월 손가락 끼임, 7월
0170	안내드립니다. [안전점검체크리스트] 일일 안전점검 체크리스트 (공장 순찰 기준) ■ 통로·구조물 - 보행통로와 차량통로 분리선 상태, 장애물 적치 여부 - 비상구·소화전 앞 물건 적치 금지 확인 - 바닥 파손·기름·물기 미끄럼
0171	안내드립니다. [작업중지권] 작업중지권 (산업안전보건법 제51~52조) ■ 근로자의 작업중지권 - 산업재해가 발생할 급박한 위험이 있는 경우 근로자는 작업을 중지하고 대피할 수 있다 - 대피 후 지체 없이 관리감독자에게 보고해야
0172	안내드립니다. [작업현황] 오늘 작업 현황 (데모용 샘플 데이터) 날짜: 2026-09-14 A라인: 목표 1,200개 / 현재 780개 (65%) B라인: 목표 800개 / 현재 620개 (78%) C라인: 점검 정지 중 (1
0173	안내드립니다. [중대재해대응] 중대재해 발생 시 대응 절차 (산업안전보건법 제54조 기반) ■ 즉시 조치 (사업주) - 해당 작업 즉시 중지 + 작업장 전 근로자 대피 - 2차 피해 방지 조치 (전원 차단, 가스 차단, 위험물
0174	안내드립니다. [지게차안전수칙] 지게차 안전운전 수칙 (KOSHA 안전가이드 기반) ■ 운전자 자격 - 지게차 운전면허 소지자만 운전한다 - 전담 운전자 외 탑승·운전 금지, 안전벨트 상시 착용 ■ 작업 전 점검 - 전조등,
0175	안내드립니다. [직원명단] # 경비모드 신원 확인용 사내 명단 (데모용 가상 데이터) # 한 줄 = 사원 한 명. 시나리오가 발화 텍스트에 이 문자열이 포함되는지로 판정한다. 김민수 이지영 박성훈 최다은 정우진 한소연
0176	안내드립니다. [창고위치안내] 창고 구역 안내 (데모용 샘플 데이터) 구역 배치: - A구역: 원자재 보관 (입고 도크 옆) - B구역: 반제품·가공품 (A라인~B라인 사이 통로) - C구역: 완제품 대기 (출하 독 전면) -
0177	안내드립니다. [출입보안규정] 출입 및 보안 규정 (데모용 샘플 데이터) 출입 등급: - L1 일반 구역: 전 직원 (생산 라인, 창고 A~C구역) - L2 제한 구역: 품질팀·설비팀 소속만 (정밀 검사실, 전기실) - L3 통
0178	안내드립니다. [출하스케줄] 출하 스케줄 (데모용 샘플 데이터) 오늘 출하 예정 (2026-09-14): - 10:00 A사 부품 3팔레트, 1번 독(Dock) 상차 - 14:00 B사 완제품 12박스, 2번 독 상차 - 16:
0179	안내드립니다. [품질관리기준] 품질 관리 기준 (데모용 샘플 데이터) 불량 판정 기준: - 외관 불량: 스크래치 3mm 이상, 변색, 이물 부착 → 불량 격리 - 치수 불량: 규격 공차 ±0.2mm 초과 → 전수 재측정 - 조립
0180	안내드립니다. [화재대피절차] 화재 발생 시 대피 절차 (소방 대응 매뉴얼 기반) ■ 최초 발견 시 1. 소화기·소화전으로 초기 진압을 시도한다 (안전한 경우만) 2. 화재가 심각하면 "불이야"라고 외치고 화재경보 비상벨을 누른
0181	안내드립니다. [화학물질취급] 화학물질 취급 주의사항 (MSDS 기본 원칙) ■ 취급 전 - MSDS(물질안전보건자료)를 반드시 확인한다 - 지정 보호구 착용 — 내화학 장갑, 보안경/보안면, 방독마스크 - 국소배기장치 작동 상
0182	안내드립니다. [환경관리기준] 작업 환경 관리 기준 (데모용 샘플 데이터) 온습도 기준: - 생산 구역: 18~26도, 습도 40~60% - 정밀 검사실: 20~24도, 습도 45~55% (측정 정밀도 확보용) - E구역 위험물
0183	안내드립니다. [회사안내] 회사 안내 (데모용 샘플 데이터) 메카독은 산업 현장 순찰용 네발 로봇이다. 주요 임무: 안전 장비 착용 감시, 방문자 신원 확인, 현장 안내, 비상 상황 전파. 방문자 안내: - 방문객은 안내 데스
0184	요청을 처리하지 못했습니다.
